OBJECTID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
9932,1449199,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,1,1C,0428,1586857380000
9933,1449200,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3B,0748,1586854440000
9934,1449201,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,0969,1585854540000
9935,1449205,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1124,1586909700000
9936,1449208,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,5,5C,1606,1586894340000
9937,1449222,1313,15,ASSAULT,241(B) ASSAULT ON POLICE OFC,6,6C,1114,1586929440000
9938,1449234,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6A,1053,1586889060000
9939,1449239,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0861,1586250000000
9940,1449242,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4C,1286,1586376000000
9941,1449246,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,1262,1586214000000
9942,1449247,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6A,1014,1586921700000
9943,1449249,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0701,1586422800000
9944,1449251,5213,5,WEAPON OFFENSE,246.3(A) NEGL DISCH FIREARM-F,5,5B,1622,1586925360000
9945,1449252,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0768,1586623200000
9946,1449253,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0707,1586450700000
9947,1449254,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1621,1586621400000
9948,1449256,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6E,1103,1586436780000
9949,1449257,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1B,0440,1586212800000
9950,1449258,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0625,1586610000000
9951,1449259,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1267,1586613600000
9952,1449260,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1259,1586601060000
9953,1449261,2310,0,LARCENY,1708 US THEFT OF MAIL,3,3B,0746,1586298420000
9954,1449262,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,0603,1586450700000
9955,1449263,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1441,1586210820000
9956,1449266,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6D,0811,1586478600000
9957,1449267,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,0612,1586408400000
9958,1449268,2310,0,LARCENY,1708 US THEFT OF MAIL,3,3A,0702,1586439240000
9959,1449270,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1134,1586408400000
9960,1449274,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,0861,1586412000000
9961,1449275,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6B,1068,1585290600000
9962,1449276,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0788,1586406600000
9963,1449277,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0718,1584602400000
9964,1449278,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0905,1586469300000
9965,1449279,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2B,0545,1586544600000
9966,1449282,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0712,1586301900000
9967,1449285,2309,0,LARCENY,484 PC PETTY THEFT/OUTSIDE,4,4C,1294,1586337000000
9968,1449287,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5B,1399,1586720100000
9969,1449288,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1654,1586512800000
9970,1449290,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0348,1586669400000
9971,1449291,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1623,1586489700000
9972,1449293,2999,03,VANDALISM,594(B)(1) VANDALISM GRAF >$400,5,5C,1605,1586682240000
9973,1449294,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0348,1586678400000
9974,1449295,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2B,0543,1586429400000
9975,1449297,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0766,1586339100000
9976,1449298,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0748,1586507340000
9977,1449300,2999,03,VANDALISM,594(B)(1) VANDALISM GRAF >$400,2,2C,0626,1586691600000
9978,1449301,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,5,5A,1364,1586512800000
9979,1449303,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6B,1035,1586752800000
9980,1449304,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6A,1062,1586745600000
9981,1449305,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4C,1275,1586627100000
9982,1449306,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2A,0232,1586768400000
9983,1449310,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0723,1586697600000
9984,1449315,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5C,1623,1586721300000
9985,1449319,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2C,0567,1586710800000
9986,1449321,3599,36,NARCOTICS,11364.1(A) POSS UNLAWFUL PARAP,5,5A,1396,1586870220000
9987,1449327,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4C,1296,1586868000000
9988,1449328,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6B,1064,1586365200000
9989,1449335,2310,0,LARCENY,1708 US THEFT OF MAIL,3,3M,0742,1586824500000
9990,1449336,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,3,3A,0765,1586512800000
9991,1449337,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6B,1058,1586844000000
9992,1449338,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0563,1586824800000
9993,1449339,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0742,1586856600000
9994,1449340,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0612,1586854800000
9995,1449341,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0738,1586806200000
9996,1449342,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6C,1446,1586871300000
9997,1449344,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0841,1586865900000
9998,1449349,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6A,1031,1585724400000
9999,1449352,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2B,0552,1583553600000
10000,1449356,2304,1,LARCENY,487(A) GRAND THEFT-AUTO PARTS,2,2A,0236,1586502300000
10001,1449357,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0877,1586544900000
10002,1449358,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0772,1586551020000
10003,1449359,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1295,1586156400000
10004,1449380,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0531,1586849940000
10005,1449381,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,2,2B,0522,1586617680000
10006,1449383,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3M,0732,1586867100000
10007,1449384,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0531,1586890560000
10008,1449385,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0709,1586910300000
10009,1449387,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0736,1586912040000
10010,1449398,5214,10,WEAPON OFFENSE,27545 UNLICENSED SALE OF GUN,2,2A,0506,1586894220000
10011,1449412,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0718,1586353860000
10012,1449414,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4B,0978,1586446200000
10013,1449418,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,1247,1586766900000
10014,1449419,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0611,1586775900000
10015,1449421,2999,33,VANDALISM,594(A)(2) VANDALISM-DAMAGE,3,3M,0734,1586502060000
10016,1449423,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,2,2A,0211,1586810400000
10017,1449424,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0563,1586813580000
10018,1449426,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1005,1586822700000
10019,1449427,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1405,1586827800000
10020,1449429,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5A,1364,1586845800000
10021,1449430,2205,0,BURGLARY,459 PC BURG BUSINESS-NO FORCE,2,2A,0211,1586889120000
10022,1449490,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0509,1586753100000
10023,1449495,3599,33,NARCOTICS,11377(A) POSS DANGEROUS DRUG,UI,UI,UI,1585113780000
10024,1449525,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1111,1586316660000
10025,1449526,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1644,1586329200000
10026,1449527,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0233,1586422800000
10027,1449528,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0773,1586563200000
10028,1449529,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1647,1586503800000
10029,1449530,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1252,1586594400000
10030,1449531,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0747,1586563200000
10031,1449532,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0626,1586574000000
10032,1449533,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0913,1586626740000
10033,1449534,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0908,1586451600000
10034,1449535,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0861,1586358000000
10035,1449536,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0440,1585940400000
10036,1449537,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0532,1586909040000
10037,1449538,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6A,1001,1586619780000
10038,1449539,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1B,0434,1586504100000
10039,1449540,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4A,0908,1586579400000
10040,1449541,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0767,1586577600000
10041,1449542,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3B,0768,1586573460000
10042,1449543,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1111,1586565600000
10043,1449544,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0449,1586911200000
10044,1449545,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,0945,1586202600000
10045,1449546,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4B,1346,1586792700000
10046,1449547,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3M,0732,1580544600000
10047,1449550,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0928,1586574000000
10048,1449551,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0103,1586039400000
10049,1449552,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0232,1586637600000
10050,1449553,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0768,1586595600000
10051,1449554,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0401,1586665200000
10052,1449557,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6C,1133,1586592720000
10053,1449559,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0764,1586682000000
10054,1449560,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,1356,1586674560000
10055,1449561,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,0787,1586664000000
10056,1449562,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1359,1586625300000
10057,1449563,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0752,1586389500000
10058,1449564,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4C,1294,1586664000000
10059,1449565,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1269,1586701560000
10060,1449567,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,0916,1586705400000
10061,1449568,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0926,1586680200000
10062,1449569,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0304,1586070000000
10063,1449570,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0861,1586732400000
10064,1449571,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1623,1586769420000
10065,1449572,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6B,1084,1586781600000
10066,1449573,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0824,1586769000000
10067,1449574,5401,1,TRAFFIC,20002(B) HIT/RUN-RUNAWAY VEH,3,3A,0721,1586650920000
10068,1449576,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0501,1586761200000
10069,1449578,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,1101,1586791800000
10070,1449579,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,3,3B,0767,1586754000000
10071,1449580,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0615,1586577600000
10072,1449582,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1647,1586766600000
10073,1449583,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0801,1586557800000
10074,1449585,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0861,1586663400000
10075,1449586,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6C,1409,1586721900000
10076,1449587,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1265,1586761200000
10077,1449588,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,0967,1586784000000
10078,1449590,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0510,1586895000000
10079,1449591,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1446,1585258500000
10080,1449595,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0776,1586501700000
10081,1449597,2399,2,LARCENY,484 PC PETTY THEFT,5,5C,1639,1582868520000
10082,1449598,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0764,1586557800000
10083,1449599,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,2,2C,0568,1581188400000
10084,1449600,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,4,4A,0915,1586394060000
10085,1449602,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,3,3A,0707,1586194500000
10086,1449603,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,6,6D,0856,1586887200000
10087,1449604,2399,2,LARCENY,484 PC PETTY THEFT,1,1A,0333,1586837520000
10088,1449605,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0768,1586867940000
10089,1449606,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0626,1586570400000
10090,1449607,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0505,1586802600000
10091,1449608,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2C,0603,1585999740000
10092,1449609,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0956,1586833800000
10093,1449610,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1411,1586665800000
10094,1449611,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0861,1586293800000
10095,1449612,2399,2,LARCENY,484 PC PETTY THEFT,3,3B,0766,1586887200000
10096,1449613,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,3,3M,0744,1586802600000
10097,1449614,2399,2,LARCENY,484 PC PETTY THEFT,3,3A,0707,1586840700000
10098,1449615,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0955,1586673600000
10099,1449616,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0955,1586232000000
10100,1449617,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4B,0998,1585937100000
10101,1449618,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0841,1586300400000
10102,1449619,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0935,1586862540000
10103,1449620,2304,0,LARCENY,484 PC PETTY THEFT AUTO PART,1,1A,0308,1586864580000
10104,1449621,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1623,1586761800000
10105,1449622,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1B,0412,1586908800000
10106,1449623,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0811,1586476200000
10107,1449625,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0728,1586836800000
10108,1449626,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0843,1586905500000
10109,1449627,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6D,0824,1586888100000
10110,1449628,2399,2,LARCENY,484 PC PETTY THEFT,6,6C,1152,1586919300000
10111,1449629,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4B,0966,1586356200000
10112,1449630,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0532,1586867400000
10113,1449632,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3B,0728,1582326000000
10114,1449633,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0128,1585114800000
10115,1449635,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1124,1584201600000
10116,1449638,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0506,1584790200000
10117,1449644,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6C,1422,1584828000000
10118,1449658,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,2,2A,0512,1586820900000
10119,1449701,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6B,1058,1584362700000
10120,1449703,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2C,0620,1584986400000
10121,1449709,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1A,0336,1584556200000
10122,1449718,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6A,1042,1584198000000
10123,1449720,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6D,0861,1586584680000
10124,1449721,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6E,1115,1586829600000
10125,1449723,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3A,0775,1586544600000
10126,1449724,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1A,0306,1586408400000
10127,1449725,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4A,0925,1583829000000
10128,1449726,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4B,0967,1586785200000
10129,1449729,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6C,1406,1586906400000
10130,1449730,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0742,1586769360000
10131,1449731,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,UI,UI,UI,1586847600000
10132,1449732,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3A,0781,1585761900000
10133,1449754,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4C,1225,1586487300000
10134,1449765,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0509,1586910900000
10135,1449766,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1C,0438,1586413020000
10136,1449768,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1365,1585731600000
10137,1449769,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0136,1584183600000
10138,1449771,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0725,1586089800000
10139,1449772,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0856,1586457300000
10140,1449773,2399,2,LARCENY,484 PC PETTY THEFT,6,6D,0851,1586548800000
10141,1449775,2399,2,LARCENY,484 PC PETTY THEFT,1,1B,0444,1585810800000
10142,1449777,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0617,1586835900000
10143,1449784,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,2,2C,0622,1586647800000
10144,1449786,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3B,0766,1586919600000
10145,1449789,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,2,2C,0619,1581620460000
10146,1449791,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0825,1586070000000
10147,1449794,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1282,1586894040000
10148,1449795,2399,23,LARCENY,487(A) GRAND THFT-RECYCL METAL,5,5C,1654,1586895900000
10149,1449796,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2C,0567,1586790000000
10150,1449802,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6D,0801,1586653200000
10151,1449805,2399,2,LARCENY,484 PC PETTY THEFT,4,4A,0935,1585702920000
10152,1449812,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0904,1585604700000
10153,1449820,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3A,0702,1586451600000
10154,1449831,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1405,1586761200000
10155,1449836,2399,2,LARCENY,484 PC PETTY THEFT,5,5B,1603,1586724420000
10156,1449842,2399,2,LARCENY,484 PC PETTY THEFT,4,4B,1346,1586217300000
10157,1449845,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0742,1586534400000
10158,1449852,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6B,1003,1586903400000
10159,1449864,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,4,4A,1202,1586933700000
10160,1449879,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1A,0328,1586226600000
10161,1449881,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,5,5C,1639,1583469900000
10162,1449882,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3A,0701,1586312400000
10163,1449884,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6C,1146,1586606400000
10164,1449886,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0788,1584860400000
10165,1449889,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1654,1586815200000
10166,1449909,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0731,1586728800000
10167,1449914,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1247,1586901600000
10168,1450036,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,1247,1586859780000
10169,1450089,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,3,3B,0768,1586793600000
10170,1450092,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1B,0478,1586840400000
10171,1450099,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5C,1606,1580532300000
10172,1450102,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2B,0537,1584857820000
10173,1450103,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,4,4C,1256,1586048400000
10174,1450104,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,4,4B,0969,1586054100000
10175,1450110,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0233,1586543340000
10176,1450111,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1A,0307,1586736720000
10177,1450112,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0205,1584763200000
10178,1450123,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,2,2B,0553,1586821380000
10179,1450132,2299,01,BURGLARY,459 PC BURG VEHICLE,2,2A,0501,1586741460000
10180,1450141,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,1,1C,0438,1586887920000
10181,1450163,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0861,1586682000000
10182,1450189,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,2,2B,0564,1583705100000
10183,1450200,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3M,0735,1586667600000
10184,1450234,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4B,0978,1584305400000
10185,1450280,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6E,0888,1585265400000
10186,1450293,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,5,5A,1398,1582837080000
10187,1450294,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6E,0877,1585141200000
10188,1450296,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0725,1583707800000
10189,1450305,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4C,1262,1584753120000
10190,1450318,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5B,1622,1586736000000
10191,1450351,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,6,6D,0811,1583046600000
10192,1450355,5401,2,ACCIDENT,20001(A) VC HIT/RUN INJ/DEATH,6,6B,1084,1586143260000
10193,1450358,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0412,1586126400000
10194,1450366,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1279,1586216100000
10195,1450371,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1406,1580760000000
10196,1450377,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5C,1654,1586761200000
10197,1450402,5400,0,TRAFFIC,TRAFFIC ACCIDENT-INJURY,5,5A,1391,1586552760000
10198,1450413,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,3,3M,0741,1586194980000
10199,1450415,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4C,1275,1582496700000
10200,1450431,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0514,1586473200000
10201,1450433,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,6,6C,1147,1581968160000
